id,title,genres,averageRating,numVotes,releaseYear
tt0500092,"Serial Experiments Lain","Animation, Drama, Horror",8.1,18447,1998
tt1366312,Emma,"Comedy, Drama, Romance",8.1,18320,2009
tt10314462,"Zoey's Extraordinary Playlist","Comedy, Drama, Musical",8.1,18232,2020
tt0115378,"Superman: The Animated Series","Action, Adventure, Animation",8.1,18205,1996
tt9054364,"That Time I Got Reincarnated as a Slime","Action, Adventure, Animation",8.1,17266,2018
tt11228748,"The King: Eternal Monarch","Fantasy, Mystery, Romance",8.1,17114,2020
tt3305096,Galavant,"Adventure, Comedy, Fantasy",8.1,16837,2015
tt0080274,Shogun,"Adventure, Drama, History",8.1,16568,1980
tt1913273,"Anohana: The Flower We Saw That Day","Adventure, Animation, Drama",8.1,16461,2011
tt13911284,"Hell's Paradise: Jigokuraku","Action, Adventure, Animation",8.1,16053,2023
tt1515193,"The Big C","Comedy, Drama",8.1,16006,2010
tt0063951,"Sesame Street","Adventure, Animation, Family",8.1,15831,1969
tt26737616,Pluto,"Action, Animation, Drama",8.1,15080,2023
tt26315487,Bloodhounds,"Action, Crime, Drama",8.1,14987,2023
tt22373148,"Karm Yuddh",Drama,8.1,14874,2022
tt8324422,PEN15,Comedy,8.1,14686,2019
tt14479078,Candy,Thriller,8.1,14624,2021
tt10220588,"Hotel Del Luna","Action, Comedy, Drama",8.1,14591,2019
tt0805661,"The Black Donnellys","Crime, Drama",8.1,14442,2007
tt11822998,"The Trials of Gabriel Fernandez","Crime, Documentary",8.1,14195,2020
tt3556920,"Wolf Hall","Biography, Drama, History",8.1,13559,2015
tt5766194,"Legend of the Blue Sea","Comedy, Drama, Fantasy",8.1,13506,2016
tt13304700,Snowdrop,"Crime, Drama, Romance",8.1,13140,2021
tt22297578,Cat,"Crime, Drama, Thriller",8.1,13088,2022
tt4731072,"Food Wars: Shokugeki no Soma","Animation, Comedy, Drama",8.1,13018,2015
tt1086191,Outnumbered,"Comedy, Drama",8.1,12523,2007
tt8523042,Vagabond,"Action, Mystery, Thriller",8.1,12363,2019
tt11147852,Dorohedoro,"Action, Animation, Comedy",8.1,12301,2020
tt0088583,"North & South: Book 1, North & South","Drama, History, Romance",8.1,12165,1985
tt12759100,"Somebody Somewhere","Comedy, Drama",8.1,12150,2022
tt23037654,"Khakee: The Bihar Chapter","Action, Crime, Drama",8.1,12102,2022
tt16227240,"The Great Weddings of Munnes","Comedy, Drama",8.1,12053,2022
tt18228732,"Colin from Accounts","Comedy, Drama, Romance",8.1,12026,2022
tt1008108,"Ashes to Ashes","Crime, Drama, Fantasy",8.1,11423,2008
tt16447750,Maestro,"Crime, Drama, Mystery",8.1,11020,2022
tt6078096,"High Maintenance","Comedy, Drama",8.1,10858,2016
tt4343334,"For My Son","Action, Adventure, Comedy",8.1,10398,2015
tt7889220,"Dirty Money","Crime, Documentary",8.1,10349,2018
tt1973692,Rita,"Comedy, Drama",8.1,10329,2012
tt8026448,"Tacoma FD",Comedy,8.1,10271,2019
tt11761194,"Power Book IV: Force","Crime, Drama",8.1,10231,2022
tt21916016,Tanaav,"Action, Crime, Drama",8.1,10174,2022
tt6824234,"Fight for My Way","Comedy, Romance",8.1,10155,2017
tt2582590,Vicious,Comedy,8.1,10123,2013
tt5580664,"Voltron: Legendary Defender","Action, Adventure, Animation",8.1,10020,2016
tt5180504,"The Witcher","Action, Adventure, Drama",8,583509,2019
tt10919420,"Squid Game","Action, Drama, Mystery",8,574429,2021
tt4052886,Lucifer,"Crime, Drama, Fantasy",8,365806,2016
tt1844624,"American Horror Story","Drama, Horror, Sci-Fi",8,350190,2011
tt2372162,"Orange Is the New Black","Comedy, Crime, Drama",8,324612,2013
tt9288030,Reacher,"Action, Crime, Drama",8,228141,2022
tt6257970,"The End of the F***ing World","Adventure, Comedy, Crime",8,227886,2017
tt13406094,"The White Lotus","Comedy, Drama",8,222515,2021
tt5057054,"Tom Clancy's Jack Ryan","Action, Drama, Thriller",8,180010,2018
tt7493974,Bodyguard,"Crime, Drama, Thriller",8,153887,2018
tt14403178,Beef,"Comedy, Drama",8,143984,2023
tt13210838,"The Gentlemen","Action, Comedy, Crime",8,143449,2024
tt1235099,"Lie to Me","Crime, Drama, Mystery",8,129873,2009
tt2649356,"Sharp Objects","Crime, Drama, Mystery",8,124417,2018
tt6470478,"The Good Doctor",Drama,8,119415,2017
tt1869454,"Good Omens","Comedy, Drama, Fantasy",8,116064,2019
tt14164730,"Dexter: New Blood","Crime, Drama, Mystery",8,108241,2021
tt1399664,"The Night Manager","Crime, Drama, Mystery",8,106731,2016
tt5691552,"The Orville","Adventure, Comedy, Drama",8,102539,2017
tt9815454,Unorthodox,Drama,8,94341,2020
tt7587890,"The Rookie","Action, Crime, Drama",8,84055,2018
tt16358384,"Tulsa King","Crime, Drama",8,83128,2022
tt2189461,"Marco Polo","Action, Adventure, Drama",8,80289,2014
tt0810788,"Burn Notice","Action, Crime, Drama",8,80167,2007
tt15677150,Shrinking,"Comedy, Drama",8,77227,2023
tt12411074,Paranormal,"Drama, Fantasy, Horror",8,74765,2020
tt2261391,"Chicago Fire","Action, Drama",8,66828,2012
tt5651844,Travelers,"Drama, Mystery, Sci-Fi",8,66758,2016
tt11318602,"Don't F**k with Cats: Hunting an Internet Killer","Crime, Documentary, Mystery",8,64407,2019
tt17491088,"The Diplomat","Comedy, Drama, Thriller",8,63756,2023
tt0083399,Cheers,"Comedy, Drama",8,63624,1982
tt0072562,"Saturday Night Live","Comedy, Music",8,53798,1975
tt5770786,GLOW,"Comedy, Drama, Sport",8,51607,2017
tt7817340,"New Amsterdam",Drama,8,51518,2018
tt2887954,"Tokyo Vice","Crime, Drama, Thriller",8,50146,2022
tt7661390,"Gangs of London","Action, Crime, Drama",8,42980,2020
tt4326894,"F Is for Family","Animation, Comedy, Drama",8,42045,2015
tt2712740,"The Goldbergs",Comedy,8,41824,2013
tt0084988,Blackadder,Comedy,8,41718,1982
tt5011816,"Sneaky Pete","Comedy, Crime, Drama",8,41575,2015
tt4406178,"The Gilded Age",Drama,8,40071,2022
tt9244578,"Rise of Empires: Ottoman","Documentary, Drama, History",8,37430,2020
tt6873658,"The Mechanism","Crime, Drama, Thriller",8,36801,2018
tt26933824,"Nobody Wants This","Comedy, Romance",8,36387,2024
tt0092345,DuckTales,"Action, Adventure, Animation",8,35707,1987
tt1064899,"Queen of the South","Action, Crime, Drama",8,35201,2016
tt1453159,"The Pillars of the Earth","Drama, Romance, Thriller",8,33610,2010
tt6586318,"Patrick Melrose",Drama,8,33320,2018
tt3766376,"Vice Principals",Comedy,8,32758,2016
tt4643084,Counterpart,"Drama, Sci-Fi, Thriller",8,31912,2017
tt4258440,River,"Crime, Drama, Mystery",8,27964,2015
tt0096708,"Tales from the Crypt","Comedy, Crime, Fantasy",8,27793,1989
tt5607616,"Re: Zero - Starting Life in Another World","Adventure, Animation, Drama",8,27083,2016
tt6792200,"The Keepers","Crime, Documentary, Mystery",8,25753,2017
tt1001482,"United States of Tara","Comedy, Drama, Romance",8,25517,2009
tt3561180,Trapped,"Crime, Drama, Mystery",8,25472,2015
tt0086817,"The Transformers","Action, Adventure, Animation",8,24146,1984
tt8201186,"The Capture","Crime, Mystery, Thriller",8,24076,2019
tt0370194,"Reno 911!","Comedy, Crime",8,23637,2003
tt4051832,Lovesick,Comedy,8,23139,2014
tt10166602,"Love, Victor","Comedy, Drama, Romance",8,22736,2020
tt27713897,Arnold,"Biography, Documentary",8,22720,2023
tt10050772,"I Think You Should Leave with Tim Robinson",Comedy,8,22417,2019
tt0057729,"The Addams Family","Comedy, Family, Horror",8,22365,1964
tt3837246,"Assassination Classroom","Action, Animation, Comedy",8,22218,2013
tt2521668,"The Returned","Drama, Fantasy, Horror",8,21524,2012
tt7375404,Kidding,"Comedy, Drama",8,20457,2018
tt8242904,"What's Wrong with Secretary Kim","Comedy, Mystery, Romance",8,20301,2018
tt0377260,Shameless,"Comedy, Crime, Drama",8,19067,2004
tt0108783,Gargoyles,"Action, Adventure, Animation",8,19025,1994
tt0241088,"Da Ali G Show",Comedy,8,18476,2000
tt8993398,"Rascal Does Not Dream of Bunny Girl Senpai","Animation, Drama, Fantasy",8,18128,2018
tt6474236,"The Looming Tower","Drama, History",8,18102,2018
tt0112095,NewsRadio,"Comedy, Romance",8,17743,1995
tt4384086,"Life in Pieces",Comedy,8,17683,2015
tt13274038,"True Beauty","Comedy, Drama, Romance",8,17198,2020
tt7649694,Ramy,"Comedy, Drama, Romance",8,16924,2019
tt28681409,"Ranneeti: Balakot & Beyond",Action,8,16734,2024
tt13103134,Horimiya,"Animation, Comedy, Drama",8,16712,2021
tt15765670,"My Dress-Up Darling","Animation, Comedy, Romance",8,16113,2022
tt13444408,Kin,"Crime, Drama",8,16073,2021
tt12867810,Start-Up,"Comedy, Drama, Romance",8,15865,2020
tt0108981,"The Vicar of Dibley",Comedy,8,15864,1994
tt0985344,Claymore,"Action, Adventure, Animation",8,15646,2007
tt4445154,"Deutschland 83","Drama, Romance, Thriller",8,15309,2015
tt5797194,W,"Action, Comedy, Drama",8,14975,2016
tt3829868,"Looking for Alaska","Drama, Romance",8,14949,2019
tt0433722,"Paranoia Agent","Animation, Drama, Horror",8,14852,2004
tt2980696,Quarry,"Crime, Drama, Thriller",8,14620,2016
tt2548418,"Jonathan Strange & Mr Norrell","Fantasy, War",8,14207,2015
tt18926162,Tomorrow,"Action, Comedy, Drama",8,13967,2022
tt2314952,"Comedians in Cars Getting Coffee","Comedy, Family, Talk-Show",8,13762,2012
tt15282746,"Drops of God",Drama,8,13609,2023
tt9778022,Abhay,"Crime, Thriller",8,13571,2019
tt4452630,"Code Black",Drama,8,13529,2015
tt10982034,Trying,"Comedy, Drama, Romance",8,13420,2020
tt20285780,"The Artful Dodger","Crime, Drama, History",8,13288,2023
tt0847150,"Sense & Sensibility","Drama, Romance",8,13267,2008
tt0115270,Millennium,"Crime, Drama, Horror",8,12582,1996
tt13273826,"The Uncanny Counter","Action, Fantasy, Horror",8,12364,2020
tt4877736,BrainDead,"Comedy, Drama, Horror",8,12266,2016
tt0294097,"Harvey Birdman, Attorney at Law","Animation, Comedy, Sci-Fi",8,12262,2000
tt0772145,"Wolverine and the X-Men","Action, Adventure, Animation",8,12260,2008
tt4855114,"Good Behavior","Crime, Drama, Mystery",8,12119,2016
tt0081874,"The Hitch Hiker's Guide to the Galaxy","Adventure, Comedy, Sci-Fi",8,11903,1981
tt5332732,Shahrzad,"Drama, History, Romance",8,11817,2015
tt15392100,"The Billion Dollar Code","Biography, Crime, Drama",8,11793,2021
tt1778108,"The Hour",Drama,8,11766,2011
tt0197182,"Third Watch","Action, Crime, Drama",8,11718,1999
tt0077097,"WKRP in Cincinnati",Comedy,8,11577,1978
tt14599438,"Jeen-yuhs: A Kanye Trilogy","Documentary, Music",8,11478,2022
tt1843678,"Scott & Bailey","Crime, Drama, Mystery",8,11414,2011
tt12392496,Undekhi,Crime,8,11038,2020
tt19072562,"Kaala Paani","Drama, Thriller",8,10728,2023
tt28804856,"Scam 2003 - The Telgi Story","Biography, Crime, Drama",8,10484,2023
tt6905756,"Pagan Peak","Crime, Drama, Mystery",8,10440,2018
tt27411674,"Shekhar Home","Crime, Drama",8,10401,2024
tt0118475,Spawn,"Action, Adventure, Animation",8,10400,1997
tt9022422,"The Tattooist of Auschwitz","Drama, History, Romance",8,10366,2024
tt6554240,Heels,"Drama, Sport",8,10301,2021
tt8005374,Explained,Documentary,8,10077,2018
tt9140560,WandaVision,"Action, Comedy, Drama",7.9,383603,2021
tt2741602,"The Blacklist","Crime, Drama, Mystery",7.9,284357,2013
tt0844441,"True Blood","Drama, Fantasy, Mystery",7.9,263240,2008
tt2357547,"Jessica Jones","Action, Crime, Drama",7.9,229945,2015
tt2261227,"Altered Carbon","Action, Adventure, Drama",7.9,192568,2018
tt0098800,"The Fresh Prince of Bel-Air",Comedy,7.9,147075,1990
tt6048596,"The Sinner","Crime, Drama, Mystery",7.9,142714,2017
tt1830617,Grimm,"Crime, Drama, Fantasy",7.9,133357,2011
tt2191671,Elementary,"Crime, Drama, Mystery",7.9,121014,2012
tt15567174,"The Fall of the House of Usher","Drama, Horror, Mystery",7.9,119474,2023
tt0439100,Weeds,"Comedy, Crime, Drama",7.9,118607,2005
tt1740299,"The Man in the High Castle","Drama, Sci-Fi, Thriller",7.9,113843,2015
tt11743610,"The Terminal List","Action, Drama, Thriller",7.9,111272,2022
tt8064302,"Dead to Me","Comedy, Crime, Drama",7.9,102671,2019
tt1199099,Merlin,"Adventure, Drama, Fantasy",7.9,88755,2008
tt5016504,Preacher,"Action, Adventure, Comedy",7.9,83393,2016
tt2094262,"Da Vinci's Demons","Adventure, Biography, Drama",7.9,79757,2013
tt0112178,"Star Trek: Voyager","Action, Adventure, Drama",7.9,79141,1995
tt0162065,Angel,"Action, Adventure, Drama",7.9,77048,1999
tt4477976,Superstore,Comedy,7.9,72859,2015
tt0108757,ER,"Drama, Romance",7.9,69382,1994
tt3566726,"Jane the Virgin",Comedy,7.9,60814,2014
tt0805663,Jericho,"Action, Drama, Mystery",7.9,59403,2006
tt0796264,Eureka,"Adventure, Comedy, Drama",7.9,59366,2006
tt2708480,"The Terror","Adventure, Drama, Horror",7.9,55355,2018
tt1103987,Leverage,"Crime, Mystery, Thriller",7.9,54954,2008
tt0115157,"Dexter's Laboratory","Adventure, Animation, Comedy",7.9,54902,1996
tt1582457,"The Borgias","Crime, Drama, History",7.9,54580,2011
tt2654580,"Almost Human","Action, Crime, Drama",7.9,52539,2013
tt7235466,9-1-1,"Action, Drama, Thriller",7.9,51169,2018
tt5952634,"The Spy","Biography, Drama, History",7.9,51135,2019
tt3865236,"Into the Badlands","Action, Adventure, Drama",7.9,50539,2015
tt2699110,"The Affair",Drama,7.9,49907,2014
tt4122068,Humans,"Drama, Sci-Fi",7.9,43313,2015
tt0063950,"Scooby Doo, Where Are You!","Adventure, Animation, Comedy",7.9,43124,1969
tt0118401,"Midsomer Murders","Crime, Drama, Mystery",7.9,40924,1997
tt4320258,"Resurrection: Ertugrul","Action, Adventure, Drama",7.9,40561,2014
tt0343314,"Teen Titans","Action, Adventure, Animation",7.9,39360,2003
tt2137109,"Masters of Sex","Drama, Romance",7.9,38943,2013
tt0131613,"Teenage Mutant Ninja Turtles","Action, Adventure, Animation",7.9,38527,1987
tt0480489,"Elfen Lied","Action, Animation, Drama",7.9,38073,2004
tt8543390,"Modern Love","Comedy, Drama, Romance",7.9,37527,2019
tt1255913,"Bored to Death","Comedy, Crime, Drama",7.9,34947,2009
tt1958961,Lilyhammer,"Comedy, Crime, Drama",7.9,32896,2012
tt11379026,Ghosts,"Comedy, Fantasy",7.9,32519,2021
tt8910922,"Solar Opposites","Adventure, Animation, Comedy",7.9,32420,2020
tt5368542,"The Exorcist","Drama, Horror, Mystery",7.9,32360,2016
tt14824792,Ted,Comedy,7.9,31650,2024
tt2262532,"The Fosters","Drama, Romance",7.9,31322,2013
tt1985443,"Hatfields & McCoys","Drama, History, Romance",7.9,29913,2012
tt1528406,"Fairy Tail","Action, Adventure, Animation",7.9,29215,2009
